purchase_id,supplier_id,product_id,product_name,quantity,price_per_unit,total_amount,purchase_date
1054,SUP-003,1008,Ремень ГРМ,242,1243.39,300899.2,2025-05-22
1055,SUP-004,1019,Лампы H4,81,2723.4,220595.24,2025-01-05
1056,SUP-003,1002,Тормозные колодки задние,263,606.52,159515.28,2025-07-10
1057,SUP-002,1003,Масляный фильтр,147,559.14,82193.13,2025-12-18
1058,SUP-001,1020,Лампы H7,193,3735.9,721028.8,2025-01-31
1059,SUP-002,1012,Стартер,98,2136.39,209366.67,2025-03-06
1060,SUP-009,1016,Антифриз G12,139,2227.6,309636.18,2025-11-27
1061,SUP-001,1012,Стартер,244,2169.85,529442.98,2025-12-19
1062,SUP-005,1013,Аккумулятор 60Ah,203,2314.95,469934.66,2025-01-21
1063,SUP-009,1016,Антифриз G12,244,2554.68,623342.77,2025-12-23
1064,SUP-009,1016,Антифриз G12,117,2565.05,300110.54,2025-06-28
1065,SUP-010,1011,Генератор,259,1568.44,406226.31,2025-10-11
1066,SUP-008,1006,Амортизатор передний,55,1118.68,61527.54,2025-06-01
1067,SUP-001,1009,Помпа водяная,297,1402.87,416651.79,2025-11-23
1068,SUP-001,1017,Тормозная жидкость DOT-4,214,2945.46,630328.93,2025-11-14
1069,SUP-002,1012,Стартер,142,1736.73,246615.49,2025-12-04
1070,SUP-008,1018,Щётки стеклоочистителя,218,2284.8,498087.31,2025-10-10
1071,SUP-006,1005,Свечи зажигания,164,869.37,142575.86,2025-02-26
1072,SUP-001,1004,Воздушный фильтр,287,896.5,257295.78,2025-03-08
1073,SUP-008,1006,Амортизатор передний,36,921.25,33164.91,2025-04-09
1074,SUP-007,1004,Воздушный фильтр,36,856.96,30850.4,2025-12-03
1075,SUP-010,1016,Антифриз G12,289,2642.36,763642.08,2025-05-12
1076,SUP-002,1002,Тормозные колодки задние,207,466.22,96506.88,2025-01-07
1077,SUP-002,1007,Амортизатор задний,271,1526.67,413728.25,2025-08-28
1078,SUP-007,1002,Тормозные колодки задние,204,567.41,115750.82,2025-07-08
1079,SUP-002,1002,Тормозные колодки задние,156,558.71,87158.17,2025-06-05
1080,SUP-002,1003,Масляный фильтр,130,860.22,111828.6,2025-02-21
1081,SUP-004,1008,Ремень ГРМ,292,1289.0,376387.51,2025-09-27
1082,SUP-009,1008,Ремень ГРМ,111,1418.82,157488.75,2025-08-01
1083,SUP-007,1004,Воздушный фильтр,203,903.52,183414.9,2025-02-23
1084,SUP-009,1006,Амортизатор передний,112,1129.98,126557.68,2025-06-22
1085,SUP-008,1006,Амортизатор передний,293,1399.06,409924.62,2025-06-30
1086,SUP-007,1011,Генератор,186,2123.73,395014.28,2025-11-21
1087,SUP-010,1014,Аккумулятор 75Ah,185,2330.1,431067.77,2025-10-07
1088,SUP-005,1007,Амортизатор задний,212,1416.85,300372.85,2025-07-04
1089,SUP-001,1015,Моторное масло 5W-40,249,2923.78,728020.26,2025-01-18
1090,SUP-005,1010,Радиатор охлаждения,28,1665.85,46643.76,2025-01-04
1091,SUP-006,1010,Радиатор охлаждения,133,1393.34,185314.29,2025-01-12
1092,SUP-010,1009,Помпа водяная,281,1558.97,438069.6,2025-03-21
1093,SUP-003,1004,Воздушный фильтр,39,807.17,31479.49,2025-03-12
1094,SUP-004,1009,Помпа водяная,207,1833.94,379625.77,2025-04-30
1095,SUP-007,1009,Помпа водяная,173,1175.82,203417.16,2025-10-19
1096,SUP-008,1007,Амортизатор задний,59,1388.42,81916.59,2025-03-30
1097,SUP-005,1016,Антифриз G12,68,2603.56,177042.22,2025-01-20
1098,SUP-001,1019,Лампы H4,215,2223.6,478074.41,2025-06-21
1099,SUP-002,1012,Стартер,242,1837.35,444638.17,2025-04-27
1100,SUP-007,1020,Лампы H7,25,3245.91,81147.84,2025-01-28
1101,SUP-009,1010,Радиатор охлаждения,288,1237.06,356274.44,2025-10-17
1102,SUP-004,1005,Свечи зажигания,187,963.76,180223.28,2025-03-20
1103,SUP-010,1002,Тормозные колодки задние,221,691.31,152779.97,2025-10-22
1104,SUP-005,1017,Тормозная жидкость DOT-4,66,2216.47,146287.15,2025-07-21
1105,SUP-008,1005,Свечи зажигания,87,876.49,76254.48,2025-10-20
1106,SUP-002,1002,Тормозные колодки задние,300,519.76,155927.22,2025-07-24
1107,SUP-003,1017,Тормозная жидкость DOT-4,242,3002.7,726653.6,2025-03-11
1108,SUP-010,1016,Антифриз G12,121,2458.61,297492.11,2025-04-11
1109,SUP-002,1018,Щётки стеклоочистителя,288,2369.37,682378.2,2025-05-17
1110,SUP-010,1014,Аккумулятор 75Ah,185,2421.69,448011.83,2025-02-15
1111,SUP-006,1004,Воздушный фильтр,231,790.59,182627.05,2025-04-08
1112,SUP-001,1011,Генератор,196,1879.03,368289.92,2025-06-06
1113,SUP-008,1006,Амортизатор передний,199,1169.73,232776.79,2025-11-16
1114,SUP-004,1005,Свечи зажигания,245,723.56,177272.37,2025-04-13
1115,SUP-002,1012,Стартер,99,2195.62,217366.43,2025-02-27
1116,SUP-003,1002,Тормозные колодки задние,144,684.68,98594.25,2025-05-28
1117,SUP-002,1001,Тормозные колодки передние,195,456.1,88940.27,2025-06-06
1118,SUP-004,1015,Моторное масло 5W-40,261,1729.0,451270.0,2025-10-03
1119,SUP-005,1007,Амортизатор задний,124,1268.84,157335.71,2025-10-08
1120,SUP-001,1016,Антифриз G12,92,2738.35,251927.84,2025-07-12
1121,SUP-003,1019,Лампы H4,289,2168.48,626691.92,2025-01-31
1122,SUP-010,1010,Радиатор охлаждения,122,1910.27,233052.9,2025-05-19
1123,SUP-001,1002,Тормозные колодки задние,258,596.43,153878.26,2025-02-04
1124,SUP-006,1013,Аккумулятор 60Ah,158,2245.85,354844.99,2025-02-25
1125,SUP-007,1001,Тормозные колодки передние,169,495.17,83683.28,2025-04-29
1126,SUP-002,1013,Аккумулятор 60Ah,280,2598.69,727632.76,2025-06-11
1127,SUP-004,1016,Антифриз G12,292,1918.83,560297.75,2025-09-14
1128,SUP-009,1015,Моторное масло 5W-40,31,1750.68,54271.21,2025-06-06
1129,SUP-003,1011,Генератор,270,1683.56,454562.5,2025-01-10
1130,SUP-005,1012,Стартер,200,1773.15,354629.41,2025-05-01
1131,SUP-005,1017,Тормозная жидкость DOT-4,161,3056.95,492168.52,2025-07-18
1132,SUP-006,1001,Тормозные колодки передние,163,350.76,57173.25,2025-07-21
1133,SUP-009,1005,Свечи зажигания,64,1083.19,69324.29,2025-12-14
1134,SUP-010,1020,Лампы H7,136,2888.6,392849.6,2025-03-20
1135,SUP-006,1014,Аккумулятор 75Ah,179,2691.68,481811.16,2025-08-18
1136,SUP-003,1018,Щётки стеклоочистителя,87,2310.14,200981.82,2025-10-25
1137,SUP-005,1018,Щётки стеклоочистителя,123,3293.88,405147.42,2025-12-19
1138,SUP-003,1017,Тормозная жидкость DOT-4,89,2512.84,223642.9,2025-12-02
1139,SUP-009,1019,Лампы H4,100,2600.06,260005.65,2025-09-30
1140,SUP-003,1004,Воздушный фильтр,114,742.92,84692.76,2025-01-16
1141,SUP-005,1011,Генератор,231,2237.17,516785.41,2025-08-15
1142,SUP-002,1009,Помпа водяная,97,1742.76,169048.11,2025-03-09
1143,SUP-010,1006,Амортизатор передний,33,1257.47,41496.46,2025-11-12
1144,SUP-004,1009,Помпа водяная,138,1592.0,219695.66,2025-12-18
1145,SUP-008,1001,Тормозные колодки передние,203,317.88,64530.04,2025-03-10
1146,SUP-006,1017,Тормозная жидкость DOT-4,260,2914.63,757803.09,2025-04-05
1147,SUP-003,1013,Аккумулятор 60Ah,271,2033.08,550964.08,2025-04-09
1148,SUP-001,1008,Ремень ГРМ,36,1306.44,47031.91,2025-05-19
1149,SUP-004,1014,Аккумулятор 75Ah,133,2490.84,331281.72,2025-04-15
1150,SUP-008,1003,Масляный фильтр,110,847.66,93243.01,2025-11-12
1151,SUP-004,1016,Антифриз G12,186,2970.15,552447.18,2025-08-07
1152,SUP-007,1013,Аккумулятор 60Ah,41,2183.92,89540.77,2025-06-10
1153,SUP-001,1013,Аккумулятор 60Ah,294,2090.88,614720.0,2025-09-24
1154,SUP-001,1004,Воздушный фильтр,251,805.61,202206.9,2025-05-06
1155,SUP-001,1017,Тормозная жидкость DOT-4,295,2463.75,726805.06,2025-10-13
1156,SUP-001,1013,Аккумулятор 60Ah,284,2360.8,670468.58,2025-04-08
1157,SUP-005,1010,Радиатор охлаждения,245,1558.24,381767.8,2025-05-27
1158,SUP-010,1015,Моторное масло 5W-40,105,2238.64,235057.12,2025-01-28
1159,SUP-008,1017,Тормозная жидкость DOT-4,92,2560.6,235575.2,2025-02-16
1160,SUP-010,1017,Тормозная жидкость DOT-4,77,2156.17,166025.42,2025-12-23
1161,SUP-006,1018,Щётки стеклоочистителя,89,2589.6,230474.41,2025-08-19
1162,SUP-004,1001,Тормозные колодки передние,111,402.08,44630.68,2025-08-21
1163,SUP-003,1003,Масляный фильтр,148,621.53,91986.15,2025-03-05
1164,SUP-006,1003,Масляный фильтр,78,764.84,59657.13,2025-02-13
1165,SUP-009,1017,Тормозная жидкость DOT-4,216,2935.8,634131.77,2025-11-10
1166,SUP-001,1006,Амортизатор передний,213,1130.21,240734.2,2025-03-29
1167,SUP-003,1011,Генератор,96,1458.07,139974.82,2025-04-02
1168,SUP-008,1002,Тормозные колодки задние,234,492.42,115225.97,2025-05-28
1169,SUP-004,1006,Амортизатор передний,80,1339.13,107130.01,2025-01-02
1170,SUP-008,1020,Лампы H7,149,2220.14,330801.28,2025-09-13
1171,SUP-008,1018,Щётки стеклоочистителя,22,2911.98,64063.47,2025-05-02
1172,SUP-008,1007,Амортизатор задний,263,1206.27,317249.92,2025-02-10
1173,SUP-009,1020,Лампы H7,23,2603.78,59886.86,2025-05-23
1174,SUP-003,1020,Лампы H7,126,2280.72,287370.22,2025-01-29
1175,SUP-001,1012,Стартер,38,1552.64,59000.44,2025-12-08
1176,SUP-002,1019,Лампы H4,172,2621.5,450897.99,2025-01-26
1177,SUP-003,1004,Воздушный фильтр,233,1047.18,243993.13,2025-12-11
1178,SUP-010,1010,Радиатор охлаждения,110,2069.66,227663.03,2025-07-04
1179,SUP-006,1002,Тормозные колодки задние,67,630.55,42247.09,2025-07-08
1180,SUP-009,1013,Аккумулятор 60Ah,54,2353.25,127075.35,2025-02-03
1181,SUP-005,1010,Радиатор охлаждения,261,1321.09,344804.81,2025-06-18
1182,SUP-004,1017,Тормозная жидкость DOT-4,231,2647.62,611600.42,2025-11-10
1183,SUP-009,1002,Тормозные колодки задние,75,571.41,42855.76,2025-02-14
1184,SUP-006,1016,Антифриз G12,167,2376.52,396879.24,2025-05-13
1185,SUP-010,1017,Тормозная жидкость DOT-4,201,3221.13,647446.16,2025-10-16
1186,SUP-008,1016,Антифриз G12,286,2784.4,796338.23,2025-09-10
1187,SUP-004,1006,Амортизатор передний,139,1225.15,170296.16,2025-01-01
1188,SUP-002,1004,Воздушный фильтр,32,809.2,25894.35,2025-04-17
1189,SUP-006,1020,Лампы H7,232,2883.17,668894.95,2025-06-29
1190,SUP-004,1018,Щётки стеклоочистителя,128,2016.95,258169.08,2025-12-20
1191,SUP-005,1010,Радиатор охлаждения,150,1911.18,286676.39,2025-06-03
1192,SUP-002,1017,Тормозная жидкость DOT-4,185,2993.02,553708.97,2025-12-18
1193,SUP-010,1011,Генератор,194,1686.15,327112.73,2025-11-12
1194,SUP-006,1001,Тормозные колодки передние,109,343.65,37458.23,2025-12-11
1195,SUP-003,1016,Антифриз G12,262,2876.29,753588.88,2025-09-04
1196,SUP-009,1005,Свечи зажигания,255,1168.33,297924.31,2025-06-21
1197,SUP-001,1015,Моторное масло 5W-40,231,2882.93,665957.34,2025-09-24
1198,SUP-001,1010,Радиатор охлаждения,181,1699.66,307638.37,2025-04-17
1199,SUP-006,1019,Лампы H4,189,3359.27,634901.68,2025-02-03
1200,SUP-006,1005,Свечи зажигания,163,1141.39,186046.25,2025-07-12
1201,SUP-007,1018,Щётки стеклоочистителя,104,2856.47,297073.14,2025-04-06
1202,SUP-005,1020,Лампы H7,79,3626.58,286499.79,2025-12-28
1203,SUP-002,1011,Генератор,36,1564.71,56329.56,2025-09-12
1204,SUP-005,1008,Ремень ГРМ,210,1338.93,281175.25,2025-04-21
1205,SUP-006,1017,Тормозная жидкость DOT-4,174,2149.39,373994.41,2025-01-20
1206,SUP-001,1007,Амортизатор задний,67,1199.55,80369.68,2025-09-05
1207,SUP-008,1017,Тормозная жидкость DOT-4,98,2171.05,212763.06,2025-09-26
1208,SUP-002,1010,Радиатор охлаждения,187,1328.97,248516.56,2025-09-22
1209,SUP-008,1005,Свечи зажигания,125,1080.4,135049.95,2025-07-18
1210,SUP-001,1017,Тормозная жидкость DOT-4,79,1905.86,150562.67,2025-12-18
1211,SUP-001,1020,Лампы H7,64,2749.93,175995.4,2025-02-22
1212,SUP-005,1017,Тормозная жидкость DOT-4,179,1932.03,345834.15,2025-11-24
1213,SUP-005,1007,Амортизатор задний,184,1035.37,190508.99,2025-05-22
1214,SUP-002,1018,Щётки стеклоочистителя,183,3159.18,578130.06,2025-05-20
1215,SUP-001,1005,Свечи зажигания,100,843.66,84365.94,2025-11-15
1216,SUP-009,1018,Щётки стеклоочистителя,283,2153.56,609458.31,2025-06-29
1217,SUP-005,1018,Щётки стеклоочистителя,183,2406.58,440403.8,2025-10-21
1218,SUP-010,1008,Ремень ГРМ,107,1053.43,112717.24,2025-06-23
1219,SUP-001,1018,Щётки стеклоочистителя,247,2076.09,512794.05,2025-08-30
1220,SUP-002,1002,Тормозные колодки задние,74,515.08,38115.91,2025-08-07
1221,SUP-010,1013,Аккумулятор 60Ah,111,2292.76,254496.61,2025-11-19
1222,SUP-004,1015,Моторное масло 5W-40,202,2098.36,423869.09,2025-12-10
1223,SUP-008,1018,Щётки стеклоочистителя,60,3460.52,207631.37,2025-10-18
1224,SUP-008,1005,Свечи зажигания,67,1126.75,75492.03,2025-02-19
1225,SUP-008,1015,Моторное масло 5W-40,178,2572.71,457942.28,2025-08-29
1226,SUP-010,1008,Ремень ГРМ,134,1107.79,148444.03,2025-05-13
1227,SUP-006,1012,Стартер,220,1592.52,350354.56,2025-06-16
1228,SUP-008,1015,Моторное масло 5W-40,269,1738.59,467679.84,2025-02-27
1229,SUP-003,1012,Стартер,265,1884.3,499340.5,2025-05-25
1230,SUP-007,1012,Стартер,85,1933.35,164334.51,2025-02-24
1231,SUP-009,1011,Генератор,56,2072.62,116066.73,2025-08-25
1232,SUP-004,1013,Аккумулятор 60Ah,231,1768.4,408499.75,2025-10-08
1233,SUP-006,1006,Амортизатор передний,266,1030.29,274057.11,2025-04-17
1234,SUP-007,1019,Лампы H4,240,3335.29,800470.68,2025-10-18
1235,SUP-003,1011,Генератор,298,1976.78,589080.39,2025-12-06
1236,SUP-010,1003,Масляный фильтр,269,542.87,146032.32,2025-08-26
1237,SUP-003,1011,Генератор,69,2101.47,145001.6,2025-06-07
1238,SUP-010,1013,Аккумулятор 60Ah,55,2173.04,119517.29,2025-07-14
1239,SUP-001,1011,Генератор,273,1928.86,526579.98,2025-02-16
1240,SUP-001,1007,Амортизатор задний,91,1498.9,136400.04,2025-03-17
1241,SUP-007,1005,Свечи зажигания,251,978.91,245706.24,2025-11-12
1242,SUP-006,1019,Лампы H4,248,2408.17,597227.38,2025-06-03
1243,SUP-007,1019,Лампы H4,175,3546.64,620662.01,2025-06-26
1244,SUP-009,1003,Масляный фильтр,24,729.31,17503.42,2025-07-26
1245,SUP-009,1005,Свечи зажигания,170,732.77,124570.14,2025-01-28
1246,SUP-005,1001,Тормозные колодки передние,203,324.68,65910.47,2025-01-16
1247,SUP-007,1008,Ремень ГРМ,241,1526.67,367926.61,2025-11-17
1248,SUP-007,1011,Генератор,215,1695.88,364614.6,2025-10-07
1249,SUP-004,1007,Амортизатор задний,108,1220.54,131818.13,2025-10-12
1250,SUP-003,1013,Аккумулятор 60Ah,204,2444.96,498771.44,2025-05-28
1251,SUP-001,1005,Свечи зажигания,88,706.09,62136.05,2025-03-15
1252,SUP-003,1016,Антифриз G12,243,3116.22,757240.56,2025-02-13
1253,SUP-010,1005,Свечи зажигания,232,1151.58,267166.61,2025-08-06
1254,SUP-007,1020,Лампы H7,112,2949.75,330372.08,2025-10-10
1255,SUP-003,1015,Моторное масло 5W-40,216,2153.02,465051.61,2025-08-06
1256,SUP-004,1020,Лампы H7,23,3153.6,72532.77,2025-12-31
1257,SUP-009,1017,Тормозная жидкость DOT-4,157,2485.44,390214.69,2025-10-23
1258,SUP-010,1012,Стартер,37,2427.15,89804.37,2025-09-05
1259,SUP-002,1012,Стартер,77,2009.28,154714.73,2025-03-14
1260,SUP-002,1017,Тормозная жидкость DOT-4,163,2562.53,417693.09,2025-09-25
1261,SUP-002,1020,Лампы H7,65,2604.63,169301.06,2025-12-17
1262,SUP-006,1018,Щётки стеклоочистителя,179,2919.56,522601.0,2025-10-01
1263,SUP-008,1001,Тормозные колодки передние,260,402.16,104561.03,2025-10-21
1264,SUP-005,1011,Генератор,235,1644.09,386361.54,2025-05-29
1265,SUP-010,1006,Амортизатор передний,38,1217.03,46247.17,2025-06-05
1266,SUP-008,1019,Лампы H4,153,2196.73,336100.15,2025-10-24
1267,SUP-005,1006,Амортизатор передний,46,1193.79,54914.43,2025-11-16
1268,SUP-003,1001,Тормозные колодки передние,166,409.07,67905.79,2025-09-16
1269,SUP-010,1003,Масляный фильтр,162,594.52,96312.1,2025-05-24
1270,SUP-002,1009,Помпа водяная,151,1111.72,167869.34,2025-11-06
1271,SUP-006,1006,Амортизатор передний,97,1195.49,115962.86,2025-03-31
1272,SUP-009,1009,Помпа водяная,140,1500.06,210008.09,2025-01-17
1273,SUP-010,1011,Генератор,63,2243.16,141319.21,2025-03-20
1274,SUP-004,1016,Антифриз G12,231,2840.0,656039.2,2025-12-05
1275,SUP-006,1015,Моторное масло 5W-40,105,1968.84,206728.45,2025-01-28
1276,SUP-008,1009,Помпа водяная,79,1143.33,90323.2,2025-07-24
1277,SUP-009,1016,Антифриз G12,174,2442.96,425074.94,2025-04-30
1278,SUP-003,1013,Аккумулятор 60Ah,219,2033.91,445427.01,2025-09-29
1279,SUP-008,1014,Аккумулятор 75Ah,26,1946.55,50610.32,2025-07-15
1280,SUP-001,1011,Генератор,291,1965.8,572049.08,2025-02-19
1281,SUP-007,1018,Щётки стеклоочистителя,201,3434.28,690289.37,2025-11-09
1282,SUP-002,1009,Помпа водяная,191,1323.02,252696.64,2025-05-11
1283,SUP-004,1019,Лампы H4,220,2826.25,621774.13,2025-12-11
1284,SUP-003,1019,Лампы H4,119,2918.92,347352.06,2025-06-10
1285,SUP-002,1018,Щётки стеклоочистителя,25,3009.2,75230.07,2025-01-07
1286,SUP-008,1014,Аккумулятор 75Ah,70,2230.32,156122.2,2025-06-29
1287,SUP-001,1008,Ремень ГРМ,165,1188.92,196172.14,2025-01-13
1288,SUP-010,1020,Лампы H7,67,2293.86,153688.3,2025-12-03
1289,SUP-002,1007,Амортизатор задний,82,1377.95,112991.96,2025-02-14
1290,SUP-010,1020,Лампы H7,86,2820.33,242548.5,2025-04-05
1291,SUP-008,1004,Воздушный фильтр,114,714.0,81396.12,2025-12-05
1292,SUP-005,1003,Масляный фильтр,252,846.01,213194.71,2025-08-07
1293,SUP-002,1011,Генератор,151,1457.92,220145.45,2025-05-22
1294,SUP-001,1002,Тормозные колодки задние,215,516.58,111064.08,2025-05-13
1295,SUP-008,1009,Помпа водяная,111,1463.47,162445.64,2025-04-13
1296,SUP-008,1020,Лампы H7,221,2494.43,551268.94,2025-02-25
1297,SUP-004,1005,Свечи зажигания,296,1103.57,326657.12,2025-11-11
1298,SUP-002,1004,Воздушный фильтр,246,921.93,226794.82,2025-01-18
1299,SUP-005,1003,Масляный фильтр,56,714.25,39998.24,2025-08-17
1300,SUP-001,1001,Тормозные колодки передние,274,333.49,91376.87,2025-01-20
1301,SUP-006,1013,Аккумулятор 60Ah,156,1670.56,260607.11,2025-07-20
1302,SUP-008,1019,Лампы H4,21,2911.73,61146.29,2025-09-02
1303,SUP-002,1014,Аккумулятор 75Ah,226,2612.86,590506.13,2025-10-04
1304,SUP-008,1008,Ремень ГРМ,21,1288.32,27054.68,2025-03-04
1305,SUP-006,1019,Лампы H4,294,3572.69,1050371.28,2025-06-20
1306,SUP-002,1010,Радиатор охлаждения,225,1249.68,281176.92,2025-07-07
1307,SUP-008,1018,Щётки стеклоочистителя,194,2120.69,411412.92,2025-05-29
1308,SUP-007,1007,Амортизатор задний,110,1274.27,140169.8,2025-12-05
1309,SUP-002,1007,Амортизатор задний,173,1369.72,236961.65,2025-11-19
1310,SUP-008,1012,Стартер,269,1489.11,400569.41,2025-04-08
1311,SUP-010,1005,Свечи зажигания,38,801.37,30452.2,2025-05-03
1312,SUP-009,1016,Антифриз G12,219,1885.04,412823.77,2025-11-26
1313,SUP-008,1010,Радиатор охлаждения,275,1680.55,462150.16,2025-01-09
1314,SUP-001,1002,Тормозные колодки задние,193,416.82,80445.55,2025-07-27
1315,SUP-009,1004,Воздушный фильтр,128,963.2,123289.17,2025-08-23
1316,SUP-004,1018,Щётки стеклоочистителя,96,3111.58,298711.42,2025-02-06
1317,SUP-001,1002,Тормозные колодки задние,92,546.67,50293.49,2025-08-30
1318,SUP-003,1020,Лампы H7,43,2600.43,111818.33,2025-01-08
1319,SUP-002,1006,Амортизатор передний,45,1342.8,60425.88,2025-08-22
1320,SUP-002,1020,Лампы H7,107,3578.33,382881.42,2025-02-24
1321,SUP-010,1004,Воздушный фильтр,274,867.74,237760.71,2025-04-23
1322,SUP-007,1003,Масляный фильтр,123,659.83,81159.0,2025-06-16
1323,SUP-004,1004,Воздушный фильтр,299,661.8,197877.67,2025-01-24
1324,SUP-002,1019,Лампы H4,108,2628.42,283869.18,2025-05-21
1325,SUP-006,1005,Свечи зажигания,232,788.23,182868.59,2025-10-11
1326,SUP-010,1006,Амортизатор передний,244,946.19,230869.57,2025-01-21
1327,SUP-010,1005,Свечи зажигания,71,1115.3,79186.47,2025-07-12
1328,SUP-002,1006,Амортизатор передний,28,1327.78,37177.73,2025-01-04
1329,SUP-010,1001,Тормозные колодки передние,111,508.38,56430.27,2025-05-26
1330,SUP-004,1014,Аккумулятор 75Ah,263,2430.83,639308.29,2025-03-15
1331,SUP-004,1009,Помпа водяная,287,1471.6,422347.99,2025-03-31
1332,SUP-008,1020,Лампы H7,39,3183.85,124170.1,2025-11-10
1333,SUP-001,1003,Масляный фильтр,174,630.45,109697.45,2025-10-13
1334,SUP-009,1008,Ремень ГРМ,118,1088.13,128399.44,2025-02-18
1335,SUP-009,1020,Лампы H7,205,3623.51,742818.78,2025-09-17
1336,SUP-004,1008,Ремень ГРМ,257,1577.75,405481.35,2025-05-22
1337,SUP-003,1002,Тормозные колодки задние,119,433.8,51622.64,2025-12-17
1338,SUP-001,1016,Антифриз G12,274,2038.04,558422.18,2025-01-28
1339,SUP-005,1012,Стартер,165,1620.07,267311.42,2025-06-21
1340,SUP-001,1020,Лампы H7,252,2271.47,572411.41,2025-10-03
1341,SUP-008,1006,Амортизатор передний,100,1271.3,127129.52,2025-09-21
1342,SUP-008,1004,Воздушный фильтр,56,1002.79,56156.0,2025-10-31
1343,SUP-006,1019,Лампы H4,186,2760.03,513365.47,2025-04-28
1344,SUP-004,1004,Воздушный фильтр,186,702.5,130665.36,2025-07-31
1345,SUP-002,1007,Амортизатор задний,212,1501.67,318354.35,2025-08-30
1346,SUP-007,1019,Лампы H4,268,2185.58,585736.64,2025-03-16
1347,SUP-006,1007,Амортизатор задний,252,1020.19,257088.14,2025-03-11
1348,SUP-005,1015,Моторное масло 5W-40,119,2505.83,298193.4,2025-04-14
1349,SUP-010,1011,Генератор,85,1331.29,113159.84,2025-01-31
1350,SUP-008,1009,Помпа водяная,89,1191.67,106058.2,2025-08-23
1351,SUP-004,1014,Аккумулятор 75Ah,107,2512.41,268827.6,2025-06-01
1352,SUP-010,1020,Лампы H7,100,3502.75,350275.25,2025-03-29
1353,SUP-009,1019,Лампы H4,137,2236.2,306359.0,2025-09-08
1354,SUP-005,1007,Амортизатор задний,262,1464.97,383821.51,2025-01-08
1355,SUP-007,1014,Аккумулятор 75Ah,146,1897.4,277020.07,2025-10-24
1356,SUP-001,1008,Ремень ГРМ,96,1685.32,161790.34,2025-08-02
1357,SUP-009,1002,Тормозные колодки задние,40,697.38,27895.28,2025-01-18
1358,SUP-002,1014,Аккумулятор 75Ah,291,2073.18,603296.6,2025-08-20
1359,SUP-001,1016,Антифриз G12,143,1912.17,273440.82,2025-12-21
1360,SUP-005,1014,Аккумулятор 75Ah,131,1759.25,230462.33,2025-05-03
1361,SUP-005,1003,Масляный фильтр,28,679.92,19037.72,2025-03-24
1362,SUP-008,1015,Моторное масло 5W-40,32,2944.94,94237.97,2025-03-12
1363,SUP-006,1013,Аккумулятор 60Ah,114,2388.59,272299.38,2025-11-17
1364,SUP-002,1015,Моторное масло 5W-40,20,2796.99,55939.76,2025-07-17
1365,SUP-007,1011,Генератор,291,1331.9,387581.83,2025-05-19
1366,SUP-004,1020,Лампы H7,297,3149.13,935291.15,2025-12-17
1367,SUP-001,1003,Масляный фильтр,191,775.91,148198.87,2025-09-21
1368,SUP-006,1012,Стартер,46,1516.51,69759.68,2025-08-27
1369,SUP-003,1020,Лампы H7,40,2803.19,112127.7,2025-11-28
1370,SUP-004,1018,Щётки стеклоочистителя,54,2841.14,153421.41,2025-03-12
1371,SUP-008,1011,Генератор,142,1826.14,259312.3,2025-10-25
1372,SUP-005,1007,Амортизатор задний,135,1116.31,150702.27,2025-09-15
1373,SUP-006,1014,Аккумулятор 75Ah,161,1665.35,268121.67,2025-06-26
1374,SUP-002,1015,Моторное масло 5W-40,268,2339.35,626945.5,2025-08-29
1375,SUP-008,1018,Щётки стеклоочистителя,292,3349.18,977959.62,2025-11-14
1376,SUP-008,1012,Стартер,53,1597.77,84681.88,2025-02-14
1377,SUP-005,1003,Масляный фильтр,220,836.73,184080.53,2025-02-09
1378,SUP-003,1004,Воздушный фильтр,104,724.17,75314.12,2025-09-12
1379,SUP-001,1005,Свечи зажигания,124,973.36,120696.77,2025-05-31
1380,SUP-008,1014,Аккумулятор 75Ah,297,2718.07,807265.53,2025-06-27
1381,SUP-001,1014,Аккумулятор 75Ah,247,2485.25,613857.02,2025-05-30
1382,SUP-004,1007,Амортизатор задний,52,914.87,47573.49,2025-09-24
1383,SUP-006,1011,Генератор,230,1864.24,428774.51,2025-09-06
1384,SUP-008,1019,Лампы H4,291,3426.0,996967.42,2025-08-23
1385,SUP-005,1010,Радиатор охлаждения,87,2008.45,174735.47,2025-03-29
1386,SUP-005,1009,Помпа водяная,136,1499.5,203932.08,2025-01-25
1387,SUP-003,1005,Свечи зажигания,200,849.3,169860.11,2025-11-13
1388,SUP-003,1006,Амортизатор передний,294,971.15,285517.5,2025-12-29
1389,SUP-001,1005,Свечи зажигания,102,824.9,84139.83,2025-06-12
1390,SUP-006,1019,Лампы H4,84,2794.4,234729.57,2025-04-05
1391,SUP-006,1007,Амортизатор задний,37,1349.25,49922.19,2025-03-17
1392,SUP-003,1012,Стартер,249,1966.86,489748.12,2025-10-01
1393,SUP-007,1010,Радиатор охлаждения,82,2028.39,166328.03,2025-09-13
1394,SUP-003,1005,Свечи зажигания,254,1187.1,301523.64,2025-01-03
1395,SUP-005,1018,Щётки стеклоочистителя,279,2496.92,696640.95,2025-08-31
1396,SUP-008,1010,Радиатор охлаждения,95,1919.62,182363.76,2025-06-23
1397,SUP-003,1004,Воздушный фильтр,265,1005.08,266345.81,2025-12-14
1398,SUP-007,1018,Щётки стеклоочистителя,79,2462.12,194507.74,2025-11-13
